bag,ztop,EDC3béta,AICC2012,deutfinal,temp,acc-EDC3beta
474,260.15,8240.224,8242.426667,-406.5,215.5,2.469808
475,260.7,8263.984,8265.36,-400.8,216.5,2.589686
476,261.25,8286.65,8286.946667,-403.2,216.1,2.681261
477,261.8,8308.546,8308.533333,-397.5,217,2.688158
478,262.35,8330.382,8330.12,-401,216.4,2.699279
479,262.9,8352.133,8351.616667,-401.5,216.3,2.699794
480,263.45,8373.885,8373.113333,-400.4,216.5,2.698187
481,264,8395.654,8394.61,-400.3,216.5,2.698734
482,264.55,8417.416,8416.75,-407.3,215.4,2.51471
483,265.1,8440.775,8438.89,-403,216.1,2.506716
484,265.65,8464.215,8461.03,-404.2,215.9,2.624904
485,266.2,8486.604,8482.393333,-401.2,216.4,2.641376
486,266.75,8508.848,8503.756667,-397.2,217,2.788749
487,267.3,8529.921,8525.12,-396.9,217.1,2.854375
488,267.85,8550.515,8545.816667,-397.8,216.9,2.747224
489,268.4,8571.916,8566.513333,-409.5,215,2.593459
490,268.95,8594.592,8587.21,-397.1,217.1,2.674858
491,269.5,8616.572,8607.79,-390.3,218.2,2.971279
492,270.05,8636.364,8628.37,-397.5,217,2.9719
493,270.6,8656.156,8648.95,-401.9,216.3,2.868643
494,271.15,8676.666,8669.003333,-392.4,217.8,2.84788
495,271.7,8697.32,8689.056667,-399.9,216.6,2.820658
496,272.25,8718.178,8709.11,-399.3,216.7,2.794507
497,272.8,8739.234,8729.796667,-396.7,217.1,2.76515
498,273.35,8760.521,8750.483333,-402.1,216.2,2.661035
499,273.9,8782.645,8771.17,-401.8,216.3,2.665892
500,274.45,8804.723,8791.95,-397.5,217,2.796923
501,275,8825.771,8812.73,-400.2,216.5,2.79752
502,275.55,8846.82,8833.51,-395,217.4,2.718882
503,276.1,8868.483,8854.9,-404.4,215.8,2.692748
504,276.65,8890.352,8876.29,-402.1,216.2,2.774719
505,277.2,8911.578,8897.68,-397.9,216.9,2.846145
506,277.75,8932.276,8917.553333,-393.4,217.6,2.849993
507,278.3,8952.951,8937.426667,-397.7,216.9,2.860296
508,278.85,8973.557,8957.3,-397.4,217,2.860975
509,279.4,8994.151,8977.233333,-397.4,217,2.862689
510,279.95,9014.738,8997.166667,-399,216.7,2.86333
511,280.5,9035.325,9017.1,-391.8,217.9,2.911372
512,281.05,9055.576,9036.973333,-392.7,217.7,2.947628
513,281.6,9075.583,9056.846667,-401.1,216.3,2.930007
514,282.15,9095.704,9076.72,-396.1,217.2,2.858416
515,282.7,9116.334,9096.68,-397.7,216.9,2.859071
516,283.25,9136.964,9116.64,-395.6,217.2,2.87591
517,283.8,9157.478,9136.6,-398.6,216.7,2.878782
518,284.35,9177.966,9157.006667,-394.9,217.4,2.823333
519,284.9,9198.86,9177.413333,-394.9,217.4,2.777618
520,285.45,9220.104,9197.82,-407.4,215.3,2.77395
521,286,9241.38,9218.753333,-403.4,215.9,2.76489
522,286.55,9262.73,9239.686667,-392.2,217.8,2.775292
523,287.1,9283.995,9260.62,-400.4,216.4,2.983692
524,287.65,9303.779,9279.503333,-391.1,218,2.984416
525,288.2,9323.562,9298.386667,-388.5,218.4,3.000343
526,288.75,9343.245,9317.27,-394.8,217.3,3.00977
527,289.3,9362.87,9337.266667,-397.7,216.9,2.982318
528,289.85,9382.67,9357.263333,-401.2,216.3,2.889694
529,290.4,9403.109,9377.26,-391.9,217.8,2.890402
530,290.95,9423.548,9396.656667,-393.3,217.6,2.994343
531,291.5,9443.281,9416.053333,-394.3,217.4,3.009309
532,292.05,9462.91,9435.45,-395,217.3,3.026411
533,292.6,9482.432,9454.416667,-392.4,217.7,3.046808
534,293.15,9501.828,9473.383333,-393.5,217.5,3.048679
535,293.7,9521.216,9492.35,-390,218.1,3.255206
536,294.25,9539.378,9510.533333,nan,218.2,3.256146
537,294.8,9557.529,9528.716667,-388.5,218.4,3.083873
538,295.35,9576.697,9546.9,-394.3,217.4,2.868637
539,295.9,9597.31,9567.05,-403.6,215.9,2.875903
540,296.45,9617.873,9587.2,-393.3,217.6,2.938784
541,297,9638.001,9607.35,-398,216.8,2.939614
542,297.55,9658.117,9626.44,-391,217.9,3.084795
543,298.1,9677.29,9645.53,-395.8,217.1,3.144876
544,298.65,9696.102,9664.62,-386.4,218.7,3.117175
545,299.2,9715.084,9683.583333,-391.8,217.8,3.01491
546,299.75,9734.715,9702.546667,-398.2,216.7,3.015794
547,300.3,9754.333,9721.51,-391.6,217.8,3.17263
548,300.85,9772.984,9739.94,-393.4,217.5,3.217592
549,301.4,9791.381,9758.37,-384.4,219,3.21739
550,301.95,9809.781,9776.8,-391.3,217.9,3.214985
551,302.5,9828.199,9794.956667,-391,217.9,3.215985
552,303.05,9846.604,9813.113333,-388.3,218.4,3.31424
553,303.6,9864.468,9831.27,-391.4,217.8,3.369533
554,304.15,9882.042,9848.906667,-382.9,219.3,3.370518
555,304.7,9899.614,9866.543333,-387.2,218.5,2.937458
556,305.25,9919.782,9884.18,-405.5,215.5,2.93065
557,305.8,9939.991,9904.296667,-391.7,217.8,2.968854
558,306.35,9959.943,9924.413333,-392.1,217.7,2.991711
559,306.9,9979.749,9944.53,-400.4,216.4,3.031145
560,307.45,9999.3,9963.553333,-386.7,218.6,3.142531
561,308,10018.16,9982.576667,-394.5,217.3,3.143534
562,308.55,10037.01,10001.6,-389.9,218.1,3.060348
563,309.1,10056.38,10020.83333,-394.7,217.3,3.035813
564,309.65,10075.91,10040.06667,-396.6,217,3.068782
565,310.2,10095.23,10059.3,-388.6,218.3,3.133969
566,310.75,10114.15,10078.33333,-392.9,217.6,3.134994
567,311.3,10133.06,10097.36667,-395.2,217.2,3.169266
568,311.85,10151.77,10116.4,-389.1,218.2,3.175787
569,312.4,10170.45,10134.83333,-388.7,218.3,3.183433
570,312.95,10189.08,10153.26667,-391.8,217.8,3.198889
571,313.5,10207.63,10171.7,-388.8,218.3,3.199972
572,314.05,10226.17,10190.16667,-397.7,216.8,3.216582
573,314.6,10244.61,10208.63333,-390.4,218,3.220935
574,315.15,10263.03,10227.1,-382.1,219.4,3.238706
575,315.7,10281.36,10245.3,-387.9,218.4,3.288968
576,316.25,10299.41,10263.5,-390.6,217.9,3.290124
577,316.8,10317.44,10281.7,-393.3,217.5,3.230687
578,317.35,10335.81,10300.46667,-388.1,218.4,3.202615
579,317.9,10354.35,10319.23333,-391.6,217.8,3.155533
580,318.45,10373.17,10338,-396.9,216.9,2.899136
581,319,10393.66,10357.36667,-398.7,216.6,2.900109
582,319.55,10414.13,10376.73333,-386.6,218.6,3.194564
583,320.1,10432.72,10396.1,-390.7,217.9,3.268593
584,320.65,10450.89,10414.9,-391.2,217.8,3.194393
585,321.2,10469.49,10433.7,-389.5,218.1,3.007328
586,321.75,10489.25,10452.5,-400.9,216.2,3.008375
587,322.3,10508.99,10472.2,-388.6,218.3,3.055207
588,322.85,10528.44,10491.9,-397.9,216.7,3.061802
589,323.4,10547.85,10511.6,-393,217.5,3.000096
590,323.95,10567.66,10531.56667,-394.4,217.3,2.936219
591,324.5,10587.91,10551.53333,-399.4,216.5,3.005514
592,325.05,10607.69,10571.5,-388.2,218.3,3.386444
593,325.6,10625.24,10589.2,-386.8,218.5,3.387625
594,326.15,10642.79,10606.9,-383,219.2,3.405848
595,326.7,10660.25,10624.6,-387.5,218.4,3.422968
596,327.25,10677.63,10641.63333,-390.1,218,3.424316
597,327.8,10695,10658.66667,-377.1,220.1,3.326612
598,328.35,10712.87,10675.7,-397.4,216.8,3.307345
599,328.9,10730.86,10695.3,-390.6,217.9,3.233633
600,329.45,10749.26,10714.9,-393.2,217.5,3.048239
601,330,10768.78,10734.5,-395.2,217.1,3.049382
602,330.55,10788.29,10753.9,-393.7,217.4,3.092217
603,331.1,10807.53,10773.3,-392.9,217.5,3.09895
604,331.65,10826.74,10792.7,-391.4,217.8,3.166876
605,332.2,10845.53,10811.63333,-384.5,218.9,3.255508
606,332.75,10863.82,10830.56667,-394.4,217.3,3.256798
607,333.3,10882.1,10849.5,-394.8,217.2,2.986847
608,333.85,10902.03,10869.5,-395.8,217,2.966433
609,334.4,10922.1,10889.5,-396.2,217,2.999128
610,334.95,10941.96,10909.5,-395.4,217.1,3.021702
611,335.5,10961.68,10928.8,-391.7,217.7,3.072793
612,336.05,10981.06,10948.1,-390.9,217.8,3.256233
613,336.6,10999.35,10967.4,-388,218.3,3.257447
614,337.15,11017.64,10986.6,-392.6,217.5,3.05564
615,337.7,11037.14,11005.8,-397.7,216.7,2.980752
616,338.25,11057.12,11025,-394.3,217.3,3.068232
617,338.8,11076.54,11044.43333,-391.4,217.7,3.230454
618,339.35,11094.99,11063.86667,-387.7,218.4,3.23168
619,339.9,11113.43,11083.3,-395.2,217.1,2.92711
620,340.45,11133.8,11103.53333,-400.3,216.3,2.889688
621,341,11154.43,11123.76667,-393.3,217.4,3.070626
622,341.55,11173.84,11144,-390,218,3.202379
623,342.1,11192.46,11162.76667,-390.9,217.8,3.21051
624,342.65,11211.04,11181.53333,-387.4,218.4,3.260101
625,343.2,11229.33,11200.3,-389.7,218,3.261504
626,343.75,11247.62,11219.96667,-398,216.6,3.079952
627,344.3,11266.98,11239.63333,-396.1,217,2.981542
628,344.85,11286.99,11259.3,-392,217.6,2.95068
629,345.4,11307.21,11280.03333,-397.7,216.7,2.879899
630,345.95,11327.94,11300.76667,-398.9,216.5,2.906191
631,346.5,11348.46,11321.5,-394.7,217.2,3.263823
632,347.05,11366.75,11340.23333,-386.8,218.5,3.265142
633,347.6,11385.03,11358.96667,-385.8,218.6,3.312884
634,348.15,11403.05,11377.7,-387.9,218.3,3.352625
635,348.7,11420.86,11397.26667,-390.7,217.8,3.354155
636,349.25,11438.66,11416.83333,-402,216,2.939215
637,349.8,11458.97,11436.4,-392.6,217.5,2.93463
638,350.35,11479.32,11455.66667,-390.8,217.8,3.202496
639,350.9,11497.97,11474.93333,-394.6,217.2,3.333194
640,351.45,11515.88,11494.2,-381,219.4,3.320589
641,352,11533.87,11513.23333,-382.1,219.2,3.248494
642,352.55,11552.26,11532.26667,-399.5,216.4,3.24986
643,353.1,11570.64,11551.3,-393.5,217.4,3.059446
644,353.65,11590.17,11571.83333,-398.4,216.5,2.98099
645,354.2,11610.21,11592.36667,-393.4,217.4,3.102726
646,354.75,11629.47,11612.9,-390.9,217.8,3.330556
647,355.3,11647.41,11631.5,-386.1,218.6,3.332003
648,355.85,11665.35,11650.1,-387.8,218.3,3.488994
649,356.4,11682.49,11668.7,-383.8,218.9,3.52145
650,356.95,11699.46,11687.33333,-386.9,218.4,3.430647
651,357.5,11716.89,11705.96667,-393,217.4,3.060207
652,358.05,11736.43,11724.6,-396.6,216.8,3.06135
653,358.6,11755.96,11745.33333,-394.1,217.2,3.026353
654,359.15,11775.73,11766.06667,-395.5,217,3.020542
655,359.7,11795.52,11786.8,-395.4,217,3.079886
656,360.25,11814.94,11806.83333,-389.6,218,3.139394
657,360.8,11834,11826.86667,-394.8,217.1,3.149776
658,361.35,11853,11846.9,-388.3,218.2,3.224756
659,361.9,11871.56,11866.43333,-394.8,217.1,3.225863
660,362.45,11890.1,11885.96667,-387.9,218.2,3.183249
661,363,11908.9,11905.5,-396.1,216.9,3.162958
662,363.55,11927.82,11925.73333,-391.3,217.7,3.180248
663,364.1,11946.65,11945.96667,-393.6,217.3,3.228159
664,364.65,11965.2,11966.2,-387.8,218.3,3.229052
665,365.2,11983.74,11987.36667,-396.1,216.9,2.848153
666,365.75,12004.76,12008.53333,-403.2,215.7,2.778008
667,366.3,12026.32,12029.7,-399.4,216.3,2.772779
668,366.85,12047.92,12052.43333,-400.8,216.1,2.771075
669,367.4,12069.53,12075.16667,-399.4,216.3,2.771574
670,367.95,12091.15,12097.9,-400.9,216.1,2.772042
671,368.5,12112.76,12121.16667,-399.2,216.4,2.700716
672,369.05,12134.95,12144.43333,-404.9,215.4,2.616959
673,369.6,12157.84,12167.7,-404,215.6,2.68308
674,370.15,12180.18,12190.86667,-398.2,216.5,2.774874
675,370.7,12201.78,12214.03333,-400,216.2,2.742724
676,371.25,12223.64,12237.2,-399.8,216.3,2.674746
677,371.8,12246.06,12261.4,-406.2,215.2,2.643889
678,372.35,12268.74,12285.6,-403.5,215.6,2.564628
679,372.9,12292.12,12309.8,-405.5,215.3,2.477587
680,373.45,12316.33,12335.83333,-414.8,213.8,2.300849
681,374,12342.4,12361.86667,-406.2,215.2,2.38193
682,374.55,12367.59,12387.9,-405.8,215.3,2.463216
683,375.1,12391.95,12413.06667,-410.9,214.4,2.498832
684,375.65,12415.97,12438.23333,-403.7,215.6,2.51845
685,376.2,12439.79,12463.4,-400.6,216.1,2.526512
686,376.75,12463.55,12488.26667,-409.6,214.6,2.528805
687,377.3,12487.29,12513.13333,-401.2,216,2.430266
688,377.85,12511.99,12538,-413.3,214,2.401718
689,378.4,12536.99,12565.7,-414.3,213.8,2.27758
690,378.95,12563.36,12593.4,-408.8,214.8,2.258239
691,379.5,12589.96,12621.1,-417.4,213.3,2.209454
692,380.05,12617.15,12648.1,-406.8,215.1,2.318288
693,380.6,12643.06,12675.1,-404.3,215.5,2.46521
694,381.15,12667.44,12702.1,-412.4,214.2,2.327059
695,381.7,12693.26,12729.76667,-412.6,214.1,2.238424
696,382.25,12720.11,12757.43333,-410.9,214.4,2.134328
697,382.8,12748.27,12785.1,-420.8,212.8,2.098127
698,383.35,12776.93,12815.86667,-417.2,213.4,2.032799
699,383.9,12806.51,12846.63333,-418.8,213.1,2.057325
700,384.45,12835.74,12877.4,-415.6,213.6,2.073951
701,385,12864.74,12906.86667,-418.6,213.1,2.111907
702,385.55,12893.23,12936.33333,-410.9,214.4,2.152148
703,386.1,12921.18,12965.8,-413.7,213.9,2.214923
704,386.65,12948.35,12995.5,-412.7,214.1,2.121115
705,387.2,12976.72,13025.2,-419.3,213,2.079265
706,387.75,13005.67,13054.9,-420.8,212.7,2.027408
707,388.3,13035.36,13084.5,-412.1,214.2,2.095337
708,388.85,13064.09,13114.1,-416,213.5,2.163384
709,389.4,13091.92,13143.7,-408.8,214.7,2.248375
710,389.95,13118.71,13173,-413.9,213.9,2.23993
711,390.5,13145.6,13202.3,-416.4,213.5,2.072281
712,391.05,13174.67,13231.6,-417.7,213.2,2.093039
713,391.6,13203.45,13261.06667,-414.9,213.7,2.113738
714,392.15,13231.96,13290.53333,-410.4,214.4,2.250961
715,392.7,13258.74,13320,-411.6,214.2,2.250282
716,393.25,13285.52,13349.8,-415,213.7,2.096317
717,393.8,13314.27,13379.6,-418.4,213.1,2.087876
718,394.35,13343.15,13409.4,-415.5,213.6,2.079449
719,394.9,13372.14,13438.23333,-412.9,214,2.261786
720,395.45,13398.8,13467.06667,-408,214.8,2.279944
721,396,13425.26,13495.9,-410.8,214.4,2.228747
722,396.55,13452.33,13524.23333,-414.8,213.7,2.255785
723,397.1,13479.07,13552.56667,-408.7,214.7,2.299491
724,397.65,13505.31,13580.9,-408.5,214.7,2.282844
725,398.2,13531.74,13609.2,-411.8,214.2,2.271803
726,398.75,13558.31,13637.5,-412.8,214,2.109785
727,399.3,13586.92,13665.8,-419,213,2.076808
728,399.85,13615.99,13696.83333,-417.5,213.2,2.040612
729,400.4,13645.57,13727.86667,-414,213.8,2.072777
730,400.95,13674.7,13758.9,-416.6,213.4,2.101575
731,401.5,13703.44,13787.5,-410.8,214.3,2.374877
732,402.05,13728.88,13816.1,-403.4,215.6,2.34137
733,402.6,13754.68,13844.7,-413.7,213.9,2.233893
734,403.15,13781.72,13873.56667,-410.2,214.4,2.178661
735,403.7,13809.46,13902.43333,-415.9,213.5,2.124731
736,404.25,13837.9,13931.3,-416.8,213.3,2.043602
737,404.8,13867.48,13962.23333,-417.3,213.3,2.037022
738,405.35,13897.16,13993.16667,-417.1,213.3,2.061005
739,405.9,13926.49,14024.1,-411.9,214.1,2.102364
740,406.45,13955.25,14053.83333,-415.5,213.6,2.125082
741,407,13983.71,14083.56667,-413.4,213.9,2.280952
742,407.55,14010.23,14113.3,-405,215.3,2.257538
743,408.1,14037.02,14141.26667,-417.2,213.3,2.181881
744,408.65,14064.75,14169.23333,-405.5,215.2,2.191236
745,409.2,14092.36,14197.2,-414.3,213.7,2.20055
746,409.75,14119.86,14226.2,-414.8,213.7,2.150191
747,410.3,14148.01,14255.2,-412,214.1,2.168097
748,410.85,14175.93,14284.2,-407.5,214.9,2.402475
749,411.4,14201.13,14310.2,-403.4,215.5,2.42537
750,411.95,14226.09,14336.2,-402.3,215.7,2.497938
751,412.5,14250.33,14362.2,-405.9,215.1,2.41459
752,413.05,14275.41,14389.93333,-410.4,214.4,2.258504
753,413.6,14302.23,14417.66667,-410.8,214.3,2.213659
754,414.15,14329.59,14445.4,-413.4,213.9,2.176452
755,414.7,14357.42,14472.4,-406,215.1,2.408875
756,415.25,14382.58,14499.4,-402.6,215.6,2.463265
757,415.8,14407.18,14526.4,-404.3,215.4,2.406315
758,416.35,14432.36,14552.96667,-406.9,214.9,2.400707
759,416.9,14457.61,14579.53333,-411.2,214.2,2.550419
760,417.45,14481.38,14606.1,-392.2,217.4,2.549756
761,418,14505.15,14629.36667,-397.7,216.4,2.682705
762,418.55,14527.75,14652.63333,-399.1,216.2,2.679495
763,419.1,14550.38,14675.9,-402.3,215.7,2.551641
764,419.65,14574.16,14700.83333,-401.1,215.9,2.536029
765,420.2,14598.07,14725.76667,-403.9,215.4,2.485773
766,420.75,14622.47,14750.7,-401.2,215.9,2.477615
767,421.3,14646.96,14778.46667,-418.2,213.1,2.089381
768,421.85,14676,14806.23333,-408.8,214.6,2.138308
769,422.4,14704.38,14834,-402.3,215.7,2.351284
770,422.95,14730.19,14862.03333,-411.1,214.2,2.276015
771,423.5,14756.86,14890.06667,-411.1,214.2,2.185556
772,424.05,14784.63,14918.1,-407.3,214.9,2.167775
773,424.6,14812.63,14947.2,-413.6,213.8,2.158312
774,425.15,14840.77,14976.3,-411.2,214.2,2.052187
775,425.7,14870.37,15005.4,-418.6,213,2.031689
776,426.25,14900.26,15036.5,-415.7,213.5,2.001019
777,426.8,14930.62,15067.6,-411.3,214.2,2.034911
778,427.35,14960.48,15098.7,-416.2,213.4,2.05437
779,427.9,14990.06,15128.36667,-412.6,214,2.147073
780,428.45,15018.36,15158.03333,-407.6,214.8,2.157074
781,429,15046.54,15187.7,-410.1,214.4,2.178176
782,429.55,15074.44,15216.36667,-411.6,214.1,2.191101
783,430.1,15102.19,15245.03333,-407.5,214.8,2.199934
784,430.65,15129.83,15273.7,-409.9,214.4,2.153324
785,431.2,15158.07,15303.86667,-411.3,214.2,2.139059
786,431.75,15186.5,15334.03333,-419,212.9,2.101762
787,432.3,15215.44,15364.2,-399.4,216.1,2.119727
788,432.85,15244.15,15393.06667,-413,213.9,2.146602
789,433.4,15272.49,15421.93333,-416.4,213.3,2.004612
790,433.95,15302.84,15450.8,-416.3,213.3,1.964784
791,434.5,15333.82,15481,-410,214.4,2.127205
792,435.05,15362.43,15511.2,-410.7,214.3,2.106244
793,435.6,15391.33,15541.4,-412.7,213.9,2.075447
794,436.15,15420.67,15571.8,-411.8,214.1,2.048707
795,436.7,15450.4,15602.2,-414.2,213.7,2.027971
796,437.25,15480.43,15632.6,-416.6,213.3,1.896648
797,437.8,15512.55,15665.56667,-420,212.7,1.873235
798,438.35,15545.07,15698.53333,-418.5,213,1.851854
799,438.9,15577.98,15731.5,-419.6,212.8,1.841385
800,439.45,15611.07,15765.1,-418.7,212.9,1.834886
801,440,15644.29,15798.7,-420.1,212.7,1.829379
802,440.55,15677.61,15832.3,-419.8,212.8,1.877813
803,441.1,15710.08,15864.66667,-414,213.7,1.908435
804,441.65,15742.04,15897.03333,-416.2,213.3,1.941834
805,442.2,15773.44,15929.4,-417.6,213.1,1.843683
806,442.75,15806.53,15962.63333,-421.6,212.5,1.840169
807,443.3,15839.68,15995.86667,-416.6,213.3,1.851238
808,443.85,15872.64,16029.1,-423.8,212.1,1.810828
809,444.4,15906.34,16062.26667,-414.2,213.7,1.841317
810,444.95,15939.49,16095.43333,-417.8,213.1,1.895806
811,445.5,15971.69,16128.6,-416.9,213.2,1.86621
812,446.05,16004.4,16161.43333,-419.1,212.9,1.85885
813,446.6,16037.26,16194.26667,-417.3,213.2,1.85631
814,447.15,16070.16,16227.1,-419.1,212.9,1.815346
815,447.7,16103.8,16261.33333,-420.3,212.7,1.785989
816,448.25,16138.01,16295.56667,-422.5,212.3,1.748027
817,448.8,16172.96,16329.8,-417.7,213.1,1.767752
818,449.35,16207.54,16364.46667,-425.4,211.8,1.751974
819,449.9,16242.43,16399.13333,-420.8,212.6,1.728562
820,450.45,16277.79,16433.8,-421.1,212.5,1.731996
821,451,16313.09,16469.83333,-424.1,212,1.673292
822,451.55,16349.64,16505.86667,-426.8,211.6,1.633752
823,452.1,16387.08,16541.9,-425.9,211.7,1.631588
824,452.65,16424.58,16577.4,-420.9,212.6,1.731346
825,453.2,16459.91,16612.9,-421.9,212.4,1.737604
826,453.75,16495.13,16648.4,-421.7,212.4,1.726794
827,454.3,16530.58,16684.5,-422.6,212.3,1.658169
828,454.85,16567.49,16720.6,-429.8,211.1,1.616133
829,455.4,16605.38,16756.7,-423.9,212.1,1.629195
830,455.95,16642.97,16793.06667,-421.9,212.4,1.701715
831,456.5,16678.96,16829.43333,-425.8,211.7,1.62211
832,457.05,16716.73,16865.8,-426,211.7,1.615279
833,457.6,16754.66,16903.3,-425.7,211.8,1.609401
834,458.15,16792.74,16940.8,-426.4,211.6,1.593174
835,458.7,16831.21,16978.3,-434.2,210.4,1.455849
836,459.25,16873.32,17017.76667,-427.5,211.5,1.519265
837,459.8,16913.68,17057.23333,-429.9,211.1,1.541818
838,460.35,16953.46,17096.7,-428.1,211.4,1.543589
839,460.9,16993.2,17136.26667,-426.1,211.7,1.567901
840,461.45,17032.33,17175.83333,-438.3,209.7,1.380196
841,462,17076.79,17215.4,-429.4,211.1,1.447371
842,462.55,17119.2,17257.03333,-434.5,210.3,1.437961
843,463.1,17161.89,17298.66667,-433.9,210.4,1.407841
844,463.65,17205.5,17340.3,-434.6,210.3,1.384339
845,464.2,17249.87,17382.9,-439.3,209.5,1.335355
846,464.75,17295.87,17425.5,-431.6,210.8,1.442743
847,465.3,17338.46,17468.1,-432,210.7,1.43715
848,465.85,17381.22,17508.76667,-435.5,210.1,1.426893
849,466.4,17424.3,17549.43333,-429.4,211.1,1.421329
850,466.95,17467.55,17590.1,-437.2,209.9,1.430729
851,467.5,17510.53,17632.5,-429.5,211.1,1.414917
852,468.05,17554,17674.9,-441.5,209.1,1.300756
853,468.6,17601.29,17717.3,-436.2,210,1.345012
854,469.15,17647.04,17760.73333,-435.6,210.1,1.359177
855,469.7,17692.32,17804.16667,-439.9,209.4,1.303213
856,470.25,17739.56,17847.6,-435.5,210.1,1.335187
857,470.8,17785.68,17892.36667,-439.7,209.4,1.2877
858,471.35,17833.5,17937.13333,-442.5,209,1.242019
859,471.9,17883.11,17981.9,-442.1,209,1.232899
860,472.45,17933.08,18028.46667,-442.1,209,1.227542
861,473,17983.29,18075.03333,-443.5,208.8,1.260545
862,473.55,18032.2,18121.6,-433.9,210.4,1.315718
863,474.1,18079.06,18165.2,-439,209.6,1.29548
864,474.65,18126.67,18208.8,-443.7,208.8,1.247319
865,475.2,18176.12,18252.4,-438.6,209.6,1.274556
866,475.75,18224.53,18296.86667,-438.4,209.7,1.284075
867,476.3,18272.6,18341.33333,-442.5,209,1.231381
868,476.85,18322.73,18385.8,-444.2,208.7,1.199082
869,477.4,18374.23,18431.43333,-443.1,208.9,1.214286
870,477.95,18425.09,18477.06667,-440.5,209.3,1.247992
871,478.5,18474.59,18522.7,-440.7,209.3,1.259371
872,479.05,18523.66,18566.33333,-438.8,209.6,1.281792
873,479.6,18571.87,18609.96667,-440.3,209.3,1.260836
874,480.15,18620.91,18653.6,-441.9,209.1,1.230641
875,480.7,18671.15,18698.1,-441.7,209.1,1.231866
876,481.25,18721.36,18742.6,-441.4,209.2,1.23678
877,481.8,18771.38,18787.1,-442.3,209,1.220485
878,482.35,18822.08,18832.83333,-441.6,209.1,1.226332
879,482.9,18872.55,18878.56667,-447.4,208.2,1.133281
880,483.45,18927.18,18924.3,-437.2,209.8,1.308502
881,484,18974.5,18966.63333,-440.8,209.3,1.258478
882,484.55,19023.72,19008.96667,-436.5,210,1.291682
883,485.1,19071.69,19051.3,-444.8,208.6,1.205908
884,485.65,19123.08,19095.63333,-440.5,209.3,1.228269
885,486.2,19173.54,19139.96667,-442.9,208.9,1.215776
886,486.75,19224.53,19184.3,-441.4,209.2,1.233507
887,487.3,19274.81,19227.8,-439.3,209.5,1.245711
888,487.85,19324.6,19271.3,-443.4,208.8,1.229616
889,488.4,19375.06,19314.8,-438.2,209.7,1.23361
890,488.95,19425.37,19358.73333,-446,208.4,1.195611
891,489.5,19477.28,19402.66667,-441.3,209.2,1.234298
892,490.05,19527.59,19446.6,-435.8,210.1,1.250102
893,490.6,19577.27,19490.93333,-447.9,208.1,1.17484
894,491.15,19630.14,19535.26667,-444.6,208.6,1.188934
895,491.7,19682.4,19579.6,-436.3,210,1.253843
896,492.25,19731.97,19622.2,-442.5,209,1.239706
897,492.8,19782.12,19664.8,-441.3,209.2,1.267203
898,493.35,19831.18,19707.4,-432,210.7,1.302687
899,493.9,19878.93,19748.43333,-442.6,209,1.270624
900,494.45,19927.88,19789.46667,-438.7,209.6,1.231271
901,495,19978.42,19830.5,-445.1,208.6,1.199981
902,495.55,20030.29,19874.1,-440.2,209.4,1.211258
903,496.1,20081.68,19917.7,-443.8,208.8,1.195381
904,496.65,20133.78,19961.3,-443,208.9,1.176779
905,497.2,20186.7,20005.6,-446.5,208.3,1.162709
906,497.75,20240.29,20049.9,-441.5,209.1,1.178565
907,498.3,20293.16,20094.2,-446.5,208.3,1.155458
908,498.85,20347.11,20137.53333,-444.9,208.6,1.17584
